"Dimensao","Repeticao","Configuracao","Fbest"
2,1,"Config1",0
2,1,"Config2",6.23095341095363
2,2,"Config1",0
2,2,"Config2",48.5216784248956
2,3,"Config1",0
2,3,"Config2",2.488657928851
2,4,"Config1",0
2,4,"Config2",1.54963989406437
2,5,"Config1",0
2,5,"Config2",3.95815715628104
2,6,"Config1",0
2,6,"Config2",1.68596195302351
2,7,"Config1",0
2,7,"Config2",91.6150617019138
2,8,"Config1",0
2,8,"Config2",0.589048770300113
2,9,"Config1",0
2,9,"Config2",32.4081497137941
2,10,"Config1",0
2,10,"Config2",9.37385729737589
2,11,"Config1",0
2,11,"Config2",0.614789877097164
2,12,"Config1",0
2,12,"Config2",24.0296956521046
2,13,"Config1",0
2,13,"Config2",37.1002373212944
2,14,"Config1",0
2,14,"Config2",5.172096666343
2,15,"Config1",0
2,15,"Config2",5.76911151371325
2,16,"Config1",0
2,16,"Config2",11.0260508339157
2,17,"Config1",0
2,17,"Config2",47.7108511048598
2,18,"Config1",0
2,18,"Config2",14.3137770536548
2,19,"Config1",0
2,19,"Config2",28.5600869548652
2,20,"Config1",0
2,20,"Config2",2.27116063868593
2,21,"Config1",0
2,21,"Config2",294.526272151303
2,22,"Config1",0
2,22,"Config2",21.6047646676013
2,23,"Config1",0
2,23,"Config2",1.82864149224665
2,24,"Config1",0
2,24,"Config2",6.44133754740577
2,25,"Config1",0
2,25,"Config2",1.22854124126711
2,26,"Config1",0
2,26,"Config2",13.6208697854825
2,27,"Config1",0
2,27,"Config2",3.50170624897849
2,28,"Config1",0
2,28,"Config2",4.35906170097099
2,29,"Config1",0
2,29,"Config2",8.81552335767979
2,30,"Config1",0
2,30,"Config2",4.70691823738621
7,1,"Config1",0.117944153273981
7,1,"Config2",1077.63456785238
7,2,"Config1",0.0246098023937759
7,2,"Config2",168.218091388251
7,3,"Config1",1.5481625531432
7,3,"Config2",324.162421647401
7,4,"Config1",0.000495406747124894
7,4,"Config2",438.766839175393
7,5,"Config1",0.00071312024032342
7,5,"Config2",231.818667029104
7,6,"Config1",0.00195234091867533
7,6,"Config2",1115.09213424995
7,7,"Config1",0.00561560566679597
7,7,"Config2",23.5447204454398
7,8,"Config1",0.00384677362191332
7,8,"Config2",1057.53813392056
7,9,"Config1",0.214428273622605
7,9,"Config2",1389.32542995194
7,10,"Config1",0.00297448062462153
7,10,"Config2",101.106455357659
7,11,"Config1",0.00100068555516817
7,11,"Config2",180.86500752665
7,12,"Config1",0.000383277169406299
7,12,"Config2",167.698578376368
7,13,"Config1",0.00105792791644148
7,13,"Config2",2546.36882772471
7,14,"Config1",0.594824472712757
7,14,"Config2",3169.3617904839
7,15,"Config1",0.00269191082980376
7,15,"Config2",1046.43436229676
7,16,"Config1",0.00598014322396079
7,16,"Config2",1042.3851965464
7,17,"Config1",0.0653023993616935
7,17,"Config2",137.138637775262
7,18,"Config1",0.00195733073391283
7,18,"Config2",102.549594226281
7,19,"Config1",0.0420755471493223
7,19,"Config2",442.86202558215
7,20,"Config1",0.0176096359282855
7,20,"Config2",3335.2314627804
7,21,"Config1",0.0100651425912914
7,21,"Config2",519.466829400288
7,22,"Config1",0.00375720763177152
7,22,"Config2",117.100145031127
7,23,"Config1",0.00240392287830073
7,23,"Config2",235.602679693989
7,24,"Config1",0.00236722716013259
7,24,"Config2",16119.2569960506
7,25,"Config1",0.00365097219778017
7,25,"Config2",72.071699257122
7,26,"Config1",0.000413925769330177
7,26,"Config2",1671.36128873888
7,27,"Config1",0.0233923168981943
7,27,"Config2",91.7288599597593
7,28,"Config1",0.00659046395950149
7,28,"Config2",61.9934602251598
7,29,"Config1",0.000311042772878915
7,29,"Config2",207.775636246484
7,30,"Config1",0.0407063318579831
7,30,"Config2",4935.00143921666
13,1,"Config1",10.6331505357578
13,1,"Config2",5780.8890852771
13,2,"Config1",9.45231316964873
13,2,"Config2",7610.26845115326
13,3,"Config1",11.4829780250221
13,3,"Config2",16635.3877957433
13,4,"Config1",9.05357964102586
13,4,"Config2",25851.1326154423
13,5,"Config1",12.2499933410507
13,5,"Config2",16638.4585368045
13,6,"Config1",10.88471561532
13,6,"Config2",5906.61738391542
13,7,"Config1",9.77446545051518
13,7,"Config2",24785.2040580609
13,8,"Config1",10.508345020349
13,8,"Config2",16682.2900146751
13,9,"Config1",9.25976208826426
13,9,"Config2",17405.8726030076
13,10,"Config1",10.0779290564767
13,10,"Config2",15685.1168233537
13,11,"Config1",10.3524518599054
13,11,"Config2",14455.9211732394
13,12,"Config1",10.6002840357893
13,12,"Config2",12448.384016698
13,13,"Config1",9.13203727429667
13,13,"Config2",17165.6366767181
13,14,"Config1",11.5029269385598
13,14,"Config2",7256.42705707749
13,15,"Config1",10.1412337449034
13,15,"Config2",9715.41891555553
13,16,"Config1",10.3304693482426
13,16,"Config2",9623.19429835861
13,17,"Config1",9.72126961926841
13,17,"Config2",13774.0864538127
13,18,"Config1",10.0065994693485
13,18,"Config2",9548.28045165058
13,19,"Config1",10.2510652337681
13,19,"Config2",14284.8995299546
13,20,"Config1",10.7378054492076
13,20,"Config2",4726.48141887418
13,21,"Config1",10.5398291263151
13,21,"Config2",34656.5394228891
13,22,"Config1",12.6130075768482
13,22,"Config2",6002.75235551901
13,23,"Config1",10.7968898079438
13,23,"Config2",13886.9003294439
13,24,"Config1",10.3811537856246
13,24,"Config2",18643.1915764241
13,25,"Config1",10.9980052080199
13,25,"Config2",8273.39992527163
13,26,"Config1",10.8059628475474
13,26,"Config2",1496.56781176073
13,27,"Config1",10.8734167839375
13,27,"Config2",56853.9977280098
13,28,"Config1",9.64587054154359
13,28,"Config2",73264.390941469
13,29,"Config1",10.9930287100851
13,29,"Config2",36580.8506056242
13,30,"Config1",11.3867454036463
13,30,"Config2",14498.7081642608
18,1,"Config1",22.8192878896711
18,1,"Config2",65428.845953918
18,2,"Config1",17.2289770471513
18,2,"Config2",12395.420980048
18,3,"Config1",21.2676695385355
18,3,"Config2",19688.584110999
18,4,"Config1",23.1439716652222
18,4,"Config2",26479.2003647746
18,5,"Config1",18.8998203058778
18,5,"Config2",123713.88777005
