"Dimensao","Repeticao","Configuracao","Fbest"
82,7,"Config2",4612384.49125569
82,8,"Config1",16645.0909754034
82,8,"Config2",5604733.76854794
82,9,"Config1",25711.3556039025
82,9,"Config2",4671331.44726982
82,10,"Config1",15948.74284268
82,10,"Config2",3651011.34685093
92,1,"Config1",19413.3919017446
92,1,"Config2",6970410.3559935
92,2,"Config1",28680.5983379048
92,2,"Config2",5955820.95432132
92,3,"Config1",23622.3228908092
92,3,"Config2",6209374.22074775
92,4,"Config1",17205.8832269661
92,4,"Config2",5898623.89647457
92,5,"Config1",28970.918306382
92,5,"Config2",6970754.11564522
92,6,"Config1",22327.9416707123
92,6,"Config2",6400685.38340432
92,7,"Config1",24839.3385637108
92,7,"Config2",6829785.35673399
92,8,"Config1",20239.454731617
92,8,"Config2",4822840.96601246
92,9,"Config1",21479.8854110352
92,9,"Config2",4713930.00820077
92,10,"Config1",24280.1920214231
92,10,"Config2",6108688.02850794
102,1,"Config1",34465.2911337532
102,1,"Config2",6759277.68584173
102,2,"Config1",39582.1216960758
102,2,"Config2",6183640.50517581
102,3,"Config1",37087.9187887199
102,3,"Config2",7502139.58911733
102,4,"Config1",28339.9527849775
102,4,"Config2",7233890.07524033
102,5,"Config1",42044.9441167209
102,5,"Config2",7303493.56180389
102,6,"Config1",28924.368022691
102,6,"Config2",6338835.71545896
102,7,"Config1",28808.7143707452
102,7,"Config2",7341970.49741535
102,8,"Config1",26496.9219980032
102,8,"Config2",6680977.24946034
102,9,"Config1",27121.8474653836
102,9,"Config2",6260961.29043426
102,10,"Config1",23079.869322834
102,10,"Config2",5995333.43855635
112,1,"Config1",38869.0826062615
112,1,"Config2",6659463.27108992
112,2,"Config1",62483.7583899342
112,2,"Config2",7752426.48445569
112,3,"Config1",68211.7095393525
112,3,"Config2",7209870.76900148
112,4,"Config1",43938.0729733169
112,4,"Config2",8497803.82452383
112,5,"Config1",42199.7181023888
112,5,"Config2",7041968.02545393
112,6,"Config1",51923.3888499926
112,6,"Config2",8716139.41910662
112,7,"Config1",51465.07996125
112,7,"Config2",7726461.43656673
112,8,"Config1",66363.0941182942
112,8,"Config2",7900633.02611317
112,9,"Config1",57975.9115374573
112,9,"Config2",8461641.28038763
112,10,"Config1",44207.9963667844
112,10,"Config2",8750656.97341356
122,1,"Config1",69248.1388750484
122,1,"Config2",9752674.04072416
122,2,"Config1",43495.0335997523
122,2,"Config2",8887655.7123801
122,3,"Config1",88282.7163731188
122,3,"Config2",7811168.03639682
122,4,"Config1",74887.3632172475
122,4,"Config2",7940727.10902555
122,5,"Config1",68213.3534703319
122,5,"Config2",8975608.6192735
122,6,"Config1",65778.6839045647
122,6,"Config2",9607639.73963431
122,7,"Config1",33853.1555532315
122,7,"Config2",8462317.75278769
122,8,"Config1",90464.2894848073
122,8,"Config2",9500699.245851
122,9,"Config1",93426.8513417223
122,9,"Config2",9603314.82025277
122,10,"Config1",77424.5334217177
122,10,"Config2",8503895.19948776
132,1,"Config1",120428.931468743
132,1,"Config2",10220248.5387881
132,2,"Config1",109035.201605608
132,2,"Config2",10498446.7934748
132,3,"Config1",89802.8093720259
132,3,"Config2",10310312.8200597
132,4,"Config1",65239.8659320756
132,4,"Config2",11017857.3427129
132,5,"Config1",78594.7380539774
132,5,"Config2",9589121.04241437
132,6,"Config1",77854.7642387906
132,6,"Config2",9636407.25685565
132,7,"Config1",66519.4669160416
132,7,"Config2",10186309.4339005
132,8,"Config1",93772.5608991675
132,8,"Config2",8985213.9665126
132,9,"Config1",69321.2440022081
132,9,"Config2",9782284.88775691
132,10,"Config1",88458.1334088822
132,10,"Config2",9952289.14954379
142,1,"Config1",71372.9198480834
142,1,"Config2",11004277.2076122
142,2,"Config1",106208.831491079
142,2,"Config2",10585431.753673
142,3,"Config1",106575.713809523
142,3,"Config2",11395065.4940254
142,4,"Config1",144022.510539936
142,4,"Config2",10860036.336298
142,5,"Config1",97885.0321667934
142,5,"Config2",11336842.4250839
142,6,"Config1",137531.078098594
142,6,"Config2",11464292.4144253
142,7,"Config1",115202.331477015
142,7,"Config2",10703955.9015849
142,8,"Config1",147242.339363921
142,8,"Config2",11393100.9076893
142,9,"Config1",118189.778479342
142,9,"Config2",11613646.3878894
142,10,"Config1",123193.546579793
142,10,"Config2",11047790.7822672
