"Dimensao","Repeticao","Configuracao","Fbest"
51,2,"Config1",2189.96562802751
51,2,"Config2",2791157.29508448
51,3,"Config1",1401.08772317555
51,3,"Config2",1790357.33870409
51,4,"Config1",2022.44898355854
51,4,"Config2",2371650.40444352
51,5,"Config1",1648.27912804283
51,5,"Config2",2236621.56915235
51,6,"Config1",1990.38351237965
51,6,"Config2",2283538.5671654
51,7,"Config1",1651.64044589832
51,7,"Config2",2038094.13978125
51,8,"Config1",1795.06592817508
51,8,"Config2",2282625.87830642
51,9,"Config1",1927.10367162654
51,9,"Config2",2191658.77973517
51,10,"Config1",2776.31366565251
51,10,"Config2",1711984.48228151
57,1,"Config1",2220.19859796259
57,1,"Config2",2570396.18723562
57,2,"Config1",4136.7480485577
57,2,"Config2",2745223.23781731
57,3,"Config1",3045.95799614833
57,3,"Config2",2809605.83099143
57,4,"Config1",4041.54192795307
57,4,"Config2",3002786.67227737
57,5,"Config1",3820.11152391273
57,5,"Config2",2825634.70177932
57,6,"Config1",2526.65952080006
57,6,"Config2",2619406.98852447
57,7,"Config1",2960.17491305684
57,7,"Config2",2690770.0829087
57,8,"Config1",3676.29307614673
57,8,"Config2",3078306.20449284
57,9,"Config1",2822.0532930269
57,9,"Config2",2614054.64252007
57,10,"Config1",2887.62487984623
57,10,"Config2",2603189.77412615
62,1,"Config1",7007.26996270734
62,1,"Config2",3208234.68741326
62,2,"Config1",3970.39485688381
62,2,"Config2",4166155.60233392
62,3,"Config1",2651.44639199274
62,3,"Config2",3349285.99267412
62,4,"Config1",4567.28617216763
62,4,"Config2",3646894.62657058
62,5,"Config1",3153.61954557769
62,5,"Config2",3189248.60083906
62,6,"Config1",3252.0605785409
62,6,"Config2",4282119.22746583
62,7,"Config1",7509.90743667622
62,7,"Config2",2252967.21510909
62,8,"Config1",5625.55250621203
62,8,"Config2",3590967.89090909
62,9,"Config1",4232.09646738319
62,9,"Config2",3618020.82132191
62,10,"Config1",3257.98947584185
62,10,"Config2",4235408.23989974
68,1,"Config1",9813.59396469075
68,1,"Config2",3776719.68391703
68,2,"Config1",5658.88965698112
68,2,"Config2",3940754.08015894
68,3,"Config1",7634.85129817569
68,3,"Config2",4069745.55148829
68,4,"Config1",9324.82768576504
68,4,"Config2",3554677.19652466
68,5,"Config1",8953.66876385628
68,5,"Config2",3190539.77943056
68,6,"Config1",5678.0420909484
68,6,"Config2",4118745.24436357
68,7,"Config1",7378.55073245608
68,7,"Config2",4320174.62926801
68,8,"Config1",7647.31317985111
68,8,"Config2",3958196.41183346
68,9,"Config1",4503.91453386367
68,9,"Config2",3785933.06239533
68,10,"Config1",6518.70174415371
68,10,"Config2",4418356.87290765
73,1,"Config1",8467.18096465915
73,1,"Config2",4199543.05809982
73,2,"Config1",10937.6600395609
73,2,"Config2",5334572.19366208
73,3,"Config1",5941.07956019036
73,3,"Config2",3477248.58966032
73,4,"Config1",5499.65367658409
73,4,"Config2",4103307.92701711
73,5,"Config1",7996.21912422318
73,5,"Config2",3269140.31187224
73,6,"Config1",13549.8344384835
73,6,"Config2",3907318.65562326
73,7,"Config1",11904.7015105039
73,7,"Config2",3348237.16271507
73,8,"Config1",11068.1187939744
73,8,"Config2",3569746.07156284
73,9,"Config1",9210.26774420817
73,9,"Config2",4543181.15842855
73,10,"Config1",8249.78105026295
73,10,"Config2",4835063.23693034
79,1,"Config1",21985.1057123011
79,1,"Config2",4902911.56803612
79,2,"Config1",12905.4090887073
79,2,"Config2",5792314.3477073
79,3,"Config1",19188.3786481825
79,3,"Config2",4904480.95752924
79,4,"Config1",12403.1098713263
79,4,"Config2",4816215.13695209
79,5,"Config1",8995.37070113928
79,5,"Config2",3477412.33464772
79,6,"Config1",10887.0299206915
79,6,"Config2",5417985.46511648
79,7,"Config1",12646.1330254847
79,7,"Config2",5403047.06161087
79,8,"Config1",15247.8219686252
79,8,"Config2",5557423.37784118
79,9,"Config1",15800.6264005465
79,9,"Config2",3733236.40718313
79,10,"Config1",15296.754085704
79,10,"Config2",4999543.16332554
84,1,"Config1",18772.9954153571
84,1,"Config2",6148465.89451041
84,2,"Config1",14487.3734915375
84,2,"Config2",4922347.58865414
84,3,"Config1",16978.2892368287
84,3,"Config2",5194381.2828151
